key,name,tilt_deg,vinf_mps,family,score,classification,front_collective_rpm,rear_collective_rpm,delta_f_deg,delta_a_deg,delta_e_deg,delta_r_deg,theta_deg,u_mps,w_mps,alpha_deg,linearization_available,linearization_latest_file
tilt_55__vinf_65__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_55__V_65__rear_400,55,65,cruise_flap_elevator_rear_fixed,NaN,exact_trim,830.241049570968,400,3.04768098015627,NaN,-4.13480754389467,NaN,0.0192187822789981,64.9999963511056,0.0218030164196762,0.0192187822273475,1,
tilt_55__vinf_65__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_55__V_65__rear_500,55,65,cruise_flap_elevator_rear_fixed,NaN,exact_trim,828.58919131522,500,3.0346933940042,NaN,-4.3992708496878,NaN,-0.0189167239830022,64.9999964604052,-0.0214603422623448,-0.018916724012601,1,
tilt_55__vinf_65__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_55__V_65__rear_600,55,65,cruise_flap_elevator_rear_fixed,NaN,exact_trim,826.880021495912,600,2.89243354584291,NaN,-4.84894529236157,NaN,0.00865722283488129,64.9999992691805,0.00982130774032408,0.00865722284406538,1,
tilt_55__vinf_65__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_55__V_65__rear_700,55,65,cruise_flap_elevator_rear_fixed,NaN,exact_trim,824.707031975214,700,2.79317927872136,NaN,-5.31125964432166,NaN,0.000765220097086057,64.9999999999906,0.000868114662558967,0.000765220096847727,1,
tilt_55__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_55__V_70__rear_700,55,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,836.729155914588,700,0.876200303654171,NaN,-4.79997175393741,NaN,0.00103816580143883,69.9999999999974,0.00126835879858353,0.00103816580084528,1,
tilt_55__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_55__V_70__rear_200,55,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,845.377232400158,200,1.21398707286022,NaN,-3.22006021656102,NaN,-0.00750753653731285,69.9999994018869,-0.00917218616894153,-0.00750753654101924,1,
tilt_55__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_55__V_70__rear_300,55,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,844.471147190145,300,1.16847450237749,NaN,-3.4449026335581,NaN,-0.00138984351180071,69.999999979594,-0.00169801417566597,-0.00138984351183321,1,
tilt_55__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_55__V_70__rear_400,55,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,843.130674398559,400,1.11895939863195,NaN,-3.71826550874368,NaN,-0.00145011091847121,69.9999999775843,-0.00177164470308042,-0.00145011091848639,1,
tilt_55__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_55__V_70__rear_500,55,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,841.620869930952,500,1.00463230710017,NaN,-4.05994797070129,NaN,0.0272374962404964,69.999992090352,0.0332768780043635,0.0272374962404966,1,
tilt_55__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_55__V_70__rear_600,55,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,839.25935310984,600,0.966148662671795,NaN,-4.37954320114193,NaN,0.00341506045461213,70.0000000000044,0.00417228341631431,0.00341506043434469,1,
tilt_55__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_55__V_70__rear_700,55,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,836.729155914588,700,0.876200303654171,NaN,-4.79997175393741,NaN,0.00103816580143883,69.9999999999974,0.00126835879858353,0.00103816580084528,1,
tilt_55__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_55__V_75__rear_600,55,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,861.484682154888,600,-1.06979018625515,NaN,-4.45069781294625,NaN,0.0324704499116803,74.9999879562348,0.0425037172666861,0.0324704499113831,1,
tilt_55__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_55__V_75__rear_200,55,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,862.878732370078,200,-0.702525612852193,NaN,-3.3676044438295,NaN,0.0295011891844697,74.999990059455,0.0386169645685195,0.0295011891348046,1,
tilt_55__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_55__V_75__rear_300,55,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,862.299246744524,300,-0.703952072760466,NaN,-3.51775341978641,NaN,-0.00297847251319235,74.9999998986613,-0.00389881140089703,-0.00297847251319333,1,
tilt_55__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_55__V_75__rear_400,55,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,862.015337702266,400,-0.793479199743578,NaN,-3.77544715047517,NaN,0.00360420702155185,74.9999998516096,0.00471789595559042,0.00360420702153932,1,
tilt_55__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_55__V_75__rear_500,55,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,861.385816100579,500,-0.874622444510533,NaN,-4.03830790817483,NaN,-0.00912689973174406,74.999999048459,-0.0119470837592334,-0.00912689973050894,1,
tilt_55__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_55__V_75__rear_600,55,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,861.484682154888,600,-1.06979018625515,NaN,-4.45069781294625,NaN,0.0324704499116803,74.9999879562348,0.0425037172666861,0.0324704499113831,1,
tilt_57p5__vinf_12p5__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_entry_midbandguide_tilt55_v10,MidbandGuide_Tilt57p5_V12p5,57.5,12.5,front_rear_free_flap_elevator,5.886818608289e-12,exact_trim,2237.94323109198,1331.99919333566,-20.5131378164732,0,-17.6473374679676,0,40.5240346200218,9.50166832656105,8.12208710936517,40.5240346200186,1,
tilt_57p5__vinf_15__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_referencelinescored_tilt60_v17p5,MidbandGuide_Tilt57p5_V15,57.5,15,front_rear_free_flap_elevator,2.58957004451193e-11,exact_trim,2195.30113162132,1318.74308724037,13.5320880812286,0,-22.9646891336501,0,36.5463237060283,12.0506352451104,8.93208767250702,36.5463237060328,1,
tilt_57p5__vinf_17p5__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v17p5_t57p5_blend,MidbandGuide_Tilt57p5_V17p5,57.5,17.5,front_rear_free_flap_elevator,1.27365887466124e-10,exact_trim,2170.31632476327,1254.89165404264,-3.94425874697548,0,-23.2033752712027,0,37.086921652915,13.9601279375842,10.5529535186506,37.0869216528741,1,
tilt_57p5__vinf_20__family_front_rear_free_flap_elevator__source_transition_trim_leftbridge_fast__seed_guide_v20_t57p5_f0_rm100,MidbandGuide_Tilt57p5_V20,57.5,20,front_rear_free_flap_elevator,3.72600851916482e-11,exact_trim,2131.34229312021,1230.47581261545,9.46961307890854,0,2.72387032975065,0,32.8946579039433,16.7934100986232,10.8619232762823,32.894657903943,1,
tilt_57p5__vinf_25__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v25_t57p5_fm75_rm75,MidbandGuide_Tilt57p5_V25,57.5,25,front_rear_free_flap_elevator,1.02097299835776e-07,exact_trim,2094.27045188877,1039.35938324241,-17.5063737322258,0,1.34135413797709,0,34.7089652506849,20.5513738572268,14.2352039995628,34.7089652443899,1,
tilt_57p5__vinf_27p5__family_front_rear_free_flap_elevator__source_transition_trim_rearon_forever_scored__seed_interp_25_to_45_f50,ReferenceLineScored_Tilt57p5_V27p5,57.5,27.5,front_rear_free_flap_elevator,3.18256333919516e-09,exact_trim,2054.27533156555,924.192802767491,-6.2507457090721,0,24.9762630746852,0,29.9914608277262,23.8177475946824,13.7464504354216,29.9914608278321,1,
tilt_60__vinf_12p5__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v12p5_t60_f0_rm150,MidbandGuide_Tilt60_V12p5,60,12.5,front_rear_free_flap_elevator,1.02993997009528e-11,exact_trim,2259.50397844167,1300.85040248465,20.0700916727978,0,2.41265188703829,0,40.0503396354327,9.56849249037321,8.04325502900888,40.0503396354393,1,
tilt_60__vinf_15__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_entry_midbandguide_tilt57p5_v15,MidbandGuide_Tilt60_V15,60,15,front_rear_free_flap_elevator,5.50263114817794e-13,exact_trim,2244.52494486028,1240.31029060642,-20.906221564821,0,-22.9465952529737,0,42.5110341916642,11.0572082395025,10.1359827322406,42.5110341916641,1,
tilt_60__vinf_17p5__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v17p5_t60_f150_r150,MidbandGuide_Tilt60_V17p5,60,17.5,front_rear_free_flap_elevator,4.39586467352492e-13,exact_trim,2202.09585448304,1224.18283834556,8.61589042837317,0,-1.85341720291712,0,37.6192251133146,13.861485220069,10.6821920734377,37.6192251133136,1,
tilt_60__vinf_20__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v20_t60_f150_r75,MidbandGuide_Tilt60_V20,60,20,front_rear_free_flap_elevator,1.6822693855847e-09,exact_trim,2155.36407092512,1210.46128747091,18.040719117592,0,-18.5021462359791,0,33.8331780649641,16.6132439566929,11.1355343491576,33.8331780651401,1,
tilt_60__vinf_22p5__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v22p5_t60_f75_rm75,MidbandGuide_Tilt60_V22p5,60,22.5,front_rear_free_flap_elevator,1.2937347552514e-09,exact_trim,2158.83379339666,1062.4203490571,-24.3550776888887,0,-22.2031402183686,0,39.7502154054599,17.2988871316881,14.3874425804307,39.7502154054658,1,
tilt_60__vinf_25__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v25_t60_f150_r150,MidbandGuide_Tilt60_V25,60,25,front_rear_free_flap_elevator,2.44717208179072e-07,exact_trim,2080.37773302723,992.366469076768,-5.69441905941927,0,-23.188695784779,0,35.253912974743,20.4150534404037,14.430024028686,35.2539129953807,1,
tilt_60__vinf_27p5__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v27p5_t60_f0_r75,MidbandGuide_Tilt60_V27p5,60,27.5,front_rear_free_flap_elevator,4.92451462661651e-11,exact_trim,2088.4599317578,821.865836691689,-11.1556472060703,0,20.7475441179665,0,33.4609399992178,22.9422021907839,15.1626303337468,33.4609399993004,1,
tilt_60__vinf_50__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_50__rear_600,60,50,cruise_flap_elevator_rear_fixed,NaN,exact_trim,864.790893253048,600,12.9860125001553,NaN,-8.04999444002548,NaN,-0.0664007714863937,49.9999664231459,-0.0579455914439414,-0.0664007714860073,1,
tilt_60__vinf_50__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_50__rear_200,60,50,cruise_flap_elevator_rear_fixed,NaN,exact_trim,876.623626207581,200,13.3415489553252,NaN,-5.93971403256318,NaN,0.00183183033760491,49.9999999749111,0.00159857353627965,0.00183183033769757,1,
tilt_60__vinf_50__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_50__rear_300,60,50,cruise_flap_elevator_rear_fixed,NaN,exact_trim,874.72670984789,300,13.2743067567376,NaN,-6.250484586011,NaN,-0.00146326145864719,49.9999999838697,-0.00127693652506725,-0.00146326147200303,1,
tilt_60__vinf_50__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_50__rear_400,60,50,cruise_flap_elevator_rear_fixed,NaN,exact_trim,872.124773395348,400,13.1938064151419,NaN,-6.66992034879042,NaN,-0.0144362847173704,49.9999984129053,-0.0125980348765319,-0.0144362847244209,1,
tilt_60__vinf_50__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_50__rear_500,60,50,cruise_flap_elevator_rear_fixed,NaN,exact_trim,868.418791139948,500,12.975509492723,NaN,-7.34318848804439,NaN,0.0385763215357761,49.9999891619828,0.033664174994125,0.0385763054918599,1,
tilt_60__vinf_50__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_50__rear_600,60,50,cruise_flap_elevator_rear_fixed,NaN,exact_trim,864.790893253048,600,12.9860125001553,NaN,-8.04999444002548,NaN,-0.0664007714863937,49.9999664231459,-0.0579455914439414,-0.0664007714860073,1,
tilt_60__vinf_55__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_55__rear_700,60,55,cruise_flap_elevator_rear_fixed,NaN,exact_trim,819.094025047975,700,8.62517016083136,NaN,-7.59963758380971,NaN,-0.00103024659586204,55.0000004325634,-0.000988965748291075,-0.00103024660015131,1,
tilt_60__vinf_55__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_55__rear_200,60,55,cruise_flap_elevator_rear_fixed,NaN,exact_trim,833.293424702792,200,9.14469983767413,NaN,-5.16984017003245,NaN,0.00990460029842679,54.9999991803557,0.00950773370624007,0.00990460030534074,1,
tilt_60__vinf_55__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_55__rear_300,60,55,cruise_flap_elevator_rear_fixed,NaN,exact_trim,832.44280926803,300,9.32034221294343,NaN,-5.1801785553488,NaN,-0.127112959224163,54.999864647345,-0.122019581230526,-0.127112959227016,1,
tilt_60__vinf_55__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_55__rear_400,60,55,cruise_flap_elevator_rear_fixed,NaN,exact_trim,829.47104996592,400,9.00836389889506,NaN,-5.79561125350569,NaN,0.0101952832360485,54.9999991292652,0.00978676928367299,0.0101952832360339,1,
tilt_60__vinf_55__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_55__rear_500,60,55,cruise_flap_elevator_rear_fixed,NaN,exact_trim,826.683247094534,500,8.94353635084406,NaN,-6.22387223528358,NaN,-0.0164668065841468,54.9999977303968,-0.0158069993322026,-0.0164668065625196,1,
tilt_60__vinf_55__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_55__rear_600,60,55,cruise_flap_elevator_rear_fixed,NaN,exact_trim,823.131026799649,600,8.77702570928263,NaN,-6.84080642085101,NaN,0.00329996414693599,54.9999999088412,0.00316773817399682,0.00329996414677505,1,
tilt_60__vinf_55__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_55__rear_700,60,55,cruise_flap_elevator_rear_fixed,NaN,exact_trim,819.094025047975,700,8.62517016083136,NaN,-7.59963758380971,NaN,-0.00103024659586204,55.0000004325634,-0.000988965748291075,-0.00103024660015131,1,
tilt_60__vinf_60__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_60__rear_700,60,60,cruise_flap_elevator_rear_fixed,NaN,exact_trim,802.872768925121,700,5.49927068276559,NaN,-6.5130475213132,NaN,0.0143929991044126,59.9999981074075,0.015072313266071,0.0143929991119976,1,
tilt_60__vinf_60__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_60__rear_200,60,60,cruise_flap_elevator_rear_fixed,NaN,exact_trim,813.397716903204,200,5.96412568974639,NaN,-4.53401361059055,NaN,0.000640715135966915,59.9999999962927,0.000670955319873228,0.00064071513452265,1,
tilt_60__vinf_60__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_60__rear_300,60,60,cruise_flap_elevator_rear_fixed,NaN,exact_trim,812.171762674239,300,5.90042615322777,NaN,-4.76397255436159,NaN,0.00936885646625839,59.999999337503,0.0098110434241911,0.00936885636704151,1,
tilt_60__vinf_60__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_60__rear_400,60,60,cruise_flap_elevator_rear_fixed,NaN,exact_trim,810.522184312057,400,5.84530321183053,NaN,-5.05017724918154,NaN,0.0012788812375918,59.9999999881148,0.00133924129995404,0.00127888123732395,1,
tilt_60__vinf_60__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_60__rear_500,60,60,cruise_flap_elevator_rear_fixed,NaN,exact_trim,808.399411202409,500,5.7842706973025,NaN,-5.40798103451373,NaN,-0.014954574303857,59.9999979562667,-0.0156603934123746,-0.0149545743038545,1,
tilt_60__vinf_60__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_60__rear_600,60,60,cruise_flap_elevator_rear_fixed,NaN,exact_trim,805.82387504228,600,5.65372982865246,NaN,-5.91444258293408,NaN,-0.00145782006836398,59.9999999805844,-0.00152662560551484,-0.00145782006836722,1,
tilt_60__vinf_60__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_60__rear_700,60,60,cruise_flap_elevator_rear_fixed,NaN,exact_trim,802.872768925121,700,5.49927068276559,NaN,-6.5130475213132,NaN,0.0143929991044126,59.9999981074075,0.015072313266071,0.0143929991119976,1,
tilt_60__vinf_65__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_65__rear_700,60,65,cruise_flap_elevator_rear_fixed,NaN,exact_trim,807.329259959351,700,3.03738483878857,NaN,-5.59037483324536,NaN,-0.00364443723365412,64.9999998688305,-0.00413448288889845,-0.00364443723325385,1,
tilt_60__vinf_65__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_65__rear_200,60,65,cruise_flap_elevator_rear_fixed,NaN,exact_trim,814.792447311441,200,3.40582509708861,NaN,-3.9697245945946,NaN,0.0111715319829302,64.9999987781568,0.0126737009060279,0.0111715319565281,1,
tilt_60__vinf_65__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_65__rear_300,60,65,cruise_flap_elevator_rear_fixed,NaN,exact_trim,813.956358829009,300,3.33990363294717,NaN,-4.17500891582766,NaN,0.0243339398764727,64.9999941378215,0.0276059782741741,0.0243339398767558,1,
tilt_60__vinf_65__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_65__rear_400,60,65,cruise_flap_elevator_rear_fixed,NaN,exact_trim,812.748573395792,400,3.3352226800598,NaN,-4.37318141328187,NaN,-0.00905977450896446,64.9999991874179,-0.010277988110753,-0.00905977450901011,1,
tilt_60__vinf_65__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_65__rear_600,60,65,cruise_flap_elevator_rear_fixed,NaN,exact_trim,809.354430964603,600,3.18256371737598,NaN,-5.08115138980989,NaN,-0.0221062735202015,64.9999951619714,-0.0250787711657907,-0.0221062735203743,1,
tilt_60__vinf_65__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_65__rear_700,60,65,cruise_flap_elevator_rear_fixed,NaN,exact_trim,807.329259959351,700,3.03738483878857,NaN,-5.59037483324536,NaN,-0.00364443723365412,64.9999998688305,-0.00413448288889845,-0.00364443723325385,1,
tilt_60__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_70__rear_700,60,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,819.90306475004,700,1.07918843847322,NaN,-5.02228004075123,NaN,0.00151082212228007,69.9999999756654,0.00184581743098741,0.00151082212227875,1,
tilt_60__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_70__rear_200,60,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,828.545197954551,200,1.41073218610416,NaN,-3.52912445143813,NaN,-0.000157218029370228,70.0000000000468,-0.000192078057918775,-0.000157218029368289,1,
tilt_60__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_70__rear_300,60,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,827.648590588355,300,1.35667944569717,NaN,-3.7350002549401,NaN,0.0104071168718164,69.9999988494962,0.0127146917698584,0.0104071168597768,1,
tilt_60__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_70__rear_400,60,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,826.180119706763,400,1.33396619665441,NaN,-3.93508407046953,NaN,-0.00622929925610527,69.999999999924,-0.00761052463121688,-0.00622929913616365,1,
tilt_60__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_70__rear_500,60,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,824.428333214103,500,1.26734815360133,NaN,-4.22900267507298,NaN,-0.00573789906599694,69.9999999998679,-0.00701016606509474,-0.00573789896962548,1,
tilt_60__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_70__rear_600,60,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,822.335056161931,600,1.18112004308006,NaN,-4.59272097053772,NaN,-0.00238504703786841,69.9999999393541,-0.00291388465296354,-0.00238504703787092,1,
tilt_60__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_70__rear_700,60,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,819.90306475004,700,1.07918843847322,NaN,-5.02228004075123,NaN,0.00151082212228007,69.9999999756654,0.00184581743098741,0.00151082212227875,1,
tilt_60__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_75__rear_600,60,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,839.553971245625,600,-0.675974506263213,NaN,-4.50971579680669,NaN,-0.00147226174885932,74.9999999779677,-0.00192718612259392,-0.00147226174891931,1,
tilt_60__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_75__rear_300,60,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,840.984533955105,300,-0.354449449734989,NaN,-3.64664675614292,NaN,-0.00991480137925615,74.999998877147,-0.0129784445899549,-0.00991480137812314,1,
tilt_60__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_75__rear_400,60,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,840.830773775032,400,-0.479325347106906,NaN,-3.91109595346087,NaN,0.0175648643168135,74.9999964756751,0.0229923532644068,0.0175648643167886,1,
tilt_60__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_75__rear_500,60,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,840.537844576901,500,-0.609159524528311,NaN,-4.22059149743221,NaN,0.0340085354291847,74.9999867884217,0.044517066143113,0.0340085354142532,1,
tilt_60__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_60__V_75__rear_600,60,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,839.553971245625,600,-0.675974506263213,NaN,-4.50971579680669,NaN,-0.00147226174885932,74.9999999779677,-0.00192718612259392,-0.00147226174891931,1,
tilt_62p5__vinf_15__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v15_t62p5_f150_rm150,MidbandGuide_Tilt62p5_V15,62.5,15,front_rear_free_flap_elevator,5.77537286366162e-09,exact_trim,2273.08094905937,1185.30458030806,-16.8907297637514,0,-25.0000000001254,0,45.0622539428989,10.5950710022176,10.6181199127487,45.0622539429082,1,
tilt_62p5__vinf_17p5__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_fast__seed_guide_v17p5_t62p5_f0_r80,MidbandGuide_Tilt62p5_V17p5,62.5,17.5,front_rear_free_flap_elevator,9.85691473360598e-08,exact_trim,2250.85402404996,1119.2089843669,-24.9999999997955,0,-15.7931453283609,0,44.6244992469408,12.4552005498587,12.2930053018354,44.6244992395079,1,
tilt_62p5__vinf_20__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_fast__seed_guide_v20_t62p5_fm60_r0,MidbandGuide_Tilt62p5_V20,62.5,20,front_rear_free_flap_elevator,9.86776981424513e-10,exact_trim,2212.03151542313,1084.97249620233,13.023393152522,0,24.4094679811092,0,36.7405105700581,16.0270579460613,11.9638377455018,36.7405105701096,1,
tilt_62p5__vinf_22p5__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_fast__seed_guide_v22p5_t62p5_fm60_rm80,MidbandGuide_Tilt62p5_V22p5,62.5,22.5,front_rear_free_flap_elevator,3.38189859254694e-13,exact_trim,2171.25099301842,990.849789306708,-3.5709816957324,0,6.88894539528663,0,38.107140150768,17.7043077308456,13.8855135940853,38.1071401507681,1,
tilt_62p5__vinf_25__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v25_t62p5_blend,MidbandGuide_Tilt62p5_V25,62.5,25,front_rear_free_flap_elevator,2.43698991464972e-10,exact_trim,2163.14854924675,805.367200260188,-20.8628473664936,0,13.0201491417189,0,39.8133128223127,19.2033692929309,16.0072048716767,39.8133128223094,1,
tilt_62p5__vinf_27p5__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v27p5_t62p5_f75_r150,MidbandGuide_Tilt62p5_V27p5,62.5,27.5,front_rear_free_flap_elevator,6.88249611510625e-06,exact_trim,2035.8903052357,1101.49781004804,25,0,-21.4592958421958,0,25.4922970314495,24.822686825465,11.835718084233,25.4922970336866,1,
tilt_62p5_v_30,MidbandGuide_Tilt62p5_V30,62.5,30,front_rear_free_flap_elevator,1.98773671077105e-06,exact_trim,2082.78206842653,558.401634890381,-18.9504111983255,0,9.79641425573586,0,36.2259645079087,24.2007778131654,17.729138500237,36.2259637761476,1,
tilt_65__vinf_15__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v15_t65_f150_rm75,MidbandGuide_Tilt65_V15,65,15,front_rear_free_flap_elevator,3.27121331484814e-10,exact_trim,2305.16523626174,1123.0354770562,-11.9928632282904,0,-22.4836791731029,0,47.7191924746923,10.0914708021627,11.0978474061026,47.7191924745011,1,
tilt_65__vinf_17p5__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v17p5_t65_f150_r150,MidbandGuide_Tilt65_V17p5,65,17.5,front_rear_free_flap_elevator,3.18572767036791e-13,exact_trim,2271.85687909045,1082.84704700969,-8.94266505597673,0,-24.6772610511848,0,45.7941457025216,12.2016711394006,12.544688972068,45.7941457025213,1,
