key,name,tilt_deg,vinf_mps,family,score,classification,front_collective_rpm,rear_collective_rpm,delta_f_deg,delta_a_deg,delta_e_deg,delta_r_deg,theta_deg,u_mps,w_mps,alpha_deg,linearization_available,linearization_latest_file
tilt_40__vinf_60__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_60__rear_500,40,60,cruise_flap_elevator_rear_fixed,NaN,exact_trim,900.494622408307,500,4.48293750807797,NaN,-3.86031053342874,NaN,-0.00841491937767671,59.9999993529146,-0.00881208293347008,-0.00841491937703392,1,
tilt_40__vinf_60__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_60__rear_600,40,60,cruise_flap_elevator_rear_fixed,NaN,exact_trim,898.046043910905,600,4.32934978894447,NaN,-4.38636721671404,NaN,0.0191295345830385,59.9999967930421,0.0200324011212151,0.0191295342743075,1,
tilt_40__vinf_60__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_60__rear_700,40,60,cruise_flap_elevator_rear_fixed,NaN,exact_trim,894.734646663212,700,4.25928937395378,NaN,-4.89824751116689,NaN,-0.0130985858056429,59.9999984501233,-0.0137168068946107,-0.0130985858344436,1,
tilt_40__vinf_65__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_65__rear_700,40,65,cruise_flap_elevator_rear_fixed,NaN,exact_trim,908.407279505053,700,1.91304143834549,NaN,-4.23140104503072,NaN,-0.00614133265864574,64.9999996266089,-0.00696712088463722,-0.00614133265863908,1,
tilt_40__vinf_65__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_65__rear_200,40,65,cruise_flap_elevator_rear_fixed,NaN,exact_trim,916.549102757425,200,2.1991602471792,NaN,-2.32227110771758,NaN,0.041497444499794,64.9999833664179,0.0470773549728108,0.0414974456798791,1,
tilt_40__vinf_65__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_65__rear_300,40,65,cruise_flap_elevator_rear_fixed,NaN,exact_trim,915.387947730974,300,2.23225028020072,NaN,-2.48773525314405,NaN,-0.00122924024091386,64.9999999850475,-0.00139452881751519,-0.0012292402409094,1,
tilt_40__vinf_65__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_65__rear_400,40,65,cruise_flap_elevator_rear_fixed,NaN,exact_trim,914.259581632274,400,2.15675409779001,NaN,-2.84708195302319,NaN,0.00974562842783875,64.999999059719,0.0110560646899122,0.00974562842784809,1,
tilt_40__vinf_65__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_65__rear_500,40,65,cruise_flap_elevator_rear_fixed,NaN,exact_trim,912.522745955516,500,2.12162117198141,NaN,-3.24461794994671,NaN,-0.0120404732044061,64.9999985649463,-0.013659483454123,-0.0120404732001244,1,
tilt_40__vinf_65__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_65__rear_600,40,65,cruise_flap_elevator_rear_fixed,NaN,exact_trim,910.526044836299,600,2.04737848064477,NaN,-3.7259768921617,NaN,-0.0209843311235444,64.999995754064,-0.0238059676841395,-0.0209843308251978,1,
tilt_40__vinf_65__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_65__rear_700,40,65,cruise_flap_elevator_rear_fixed,NaN,exact_trim,908.407279505053,700,1.91304143834549,NaN,-4.23140104503072,NaN,-0.00614133265864574,64.9999996266089,-0.00696712088463722,-0.00614133265863908,1,
tilt_40__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_70__rear_700,40,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,919.296272310079,700,0.0230952692266869,NaN,-4.05513504092923,NaN,0.0527725137258426,69.9999703144959,0.0644737789572614,0.0527725135068225,1,
tilt_40__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_70__rear_200,40,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,927.287222404692,200,0.434942991024026,NaN,-2.11461078735564,NaN,-0.00844750822568781,69.9999992554335,-0.0103205782254013,-0.00844750823507389,1,
tilt_40__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_70__rear_300,40,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,926.401307669236,300,0.381081454634949,NaN,-2.35146357512074,NaN,0.0033264565363764,69.9999998820253,0.00406403332662165,0.00332645653638209,1,
tilt_40__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_70__rear_400,40,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,924.942820168392,400,0.338668231987359,NaN,-2.64987014005049,NaN,0.000845624066186849,69.9999999923805,0.00103312469319835,0.000845624066187981,1,
tilt_40__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_70__rear_500,40,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,922.846844735644,500,0.311310989760206,NaN,-3.00666660380257,NaN,-0.0178592909002869,69.9999965994345,-0.0218192396262541,-0.0178592909001836,1,
tilt_40__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_70__rear_600,40,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,920.947190750563,600,0.205617921531397,NaN,-3.51307055516319,NaN,0.000282596297514361,69.9999999991482,0.000345256509188544,0.000282596297514337,1,
tilt_40__vinf_70__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_70__rear_700,40,70,cruise_flap_elevator_rear_fixed,NaN,exact_trim,919.296272310079,700,0.0230952692266869,NaN,-4.05513504092923,NaN,0.0527725137258426,69.9999703144959,0.0644737789572614,0.0527725135068225,1,
tilt_40__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_75__rear_700,40,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,960.814264308024,700,-2.06519335323284,NaN,-4.17611193701721,NaN,-0.0323394365917694,74.9999880572323,-0.0423322213816431,-0.0323394366831451,1,
tilt_40__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_75__rear_200,40,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,964.311449420473,200,-1.88185918216447,NaN,-2.67941236006673,NaN,-0.0070481544809587,74.9999994347147,-0.009226012618558,-0.00704815448127545,1,
tilt_40__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_75__rear_300,40,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,964.082345213405,300,-1.91535050956162,NaN,-2.87832598245358,NaN,-0.00231181486905693,74.9999999389492,-0.00302615858629949,-0.0023118148690571,1,
tilt_40__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_75__rear_400,40,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,963.931241137523,400,-1.9742189954783,NaN,-3.16777810530344,NaN,0.0109699538926317,74.999998625339,0.0143596359786483,0.0109699538926322,1,
tilt_40__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_75__rear_500,40,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,962.635693685418,500,-1.95822364509513,NaN,-3.45411110969795,NaN,-0.023241918728725,74.9999938795229,-0.0304235996606655,-0.0232419187305572,1,
tilt_40__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_75__rear_600,40,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,962.346863528321,600,-2.04632244605992,NaN,-3.83882101746362,NaN,-0.00551881456995797,74.999999999992,-0.00722411128870343,-0.00551881448394,1,
tilt_40__vinf_75__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_40__V_75__rear_700,40,75,cruise_flap_elevator_rear_fixed,NaN,exact_trim,960.814264308024,700,-2.06519335323284,NaN,-4.17611193701721,NaN,-0.0323394365917694,74.9999880572323,-0.0423322213816431,-0.0323394366831451,1,
tilt_42p5__vinf_7p5__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v7p5_t42p5_fm150_rm150,MidbandGuide_Tilt42p5_V7p5,42.5,7.5,front_rear_free_flap_elevator,2.93029584140655e-11,exact_trim,2085.79165254203,1575.00156226928,9.28862777805759,0,24.8174713655123,0,26.1491608982584,6.73237326630584,3.30532149769685,26.1491608982824,1,
tilt_42p5__vinf_10__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v10_t42p5_fm75_r75,MidbandGuide_Tilt42p5_V10,42.5,10,front_rear_free_flap_elevator,2.92330687300919e-11,exact_trim,2079.38996211617,1531.10161496648,-24.4763648281498,0,16.5183478980068,0,26.8627255473977,8.92091677661983,4.51854444093034,26.8627255473831,1,
tilt_42p5__vinf_12p5__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v12p5_t42p5_f0_r0,MidbandGuide_Tilt42p5_V12p5,42.5,12.5,front_rear_free_flap_elevator,8.84537974213133e-13,exact_trim,2066.89534775257,1520.40331534364,-20.2127583742325,0,-22.7591855930604,0,26.5477048553068,11.1820318014335,5.58678483492346,26.5477048553068,1,
tilt_45__vinf_7p5__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v7p5_t45_fm75_r0,MidbandGuide_Tilt45_V7p5,45,7.5,front_rear_free_flap_elevator,2.69225756670356e-11,exact_trim,2121.29631394551,1547.13687678432,-24.9126825126944,0,14.0208677550791,0,29.0599685098551,6.55583852384249,3.64293580087645,29.0599685098503,1,
tilt_45__vinf_10__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v10_t45_fm150_r150,MidbandGuide_Tilt45_V10,45,10,front_rear_free_flap_elevator,7.54408293654253e-12,exact_trim,2103.98366933913,1530.97527489444,-11.8434793299005,0,-14.3303104137378,0,28.5665158418292,8.78262577219534,4.78178675241555,28.5665158418257,1,
tilt_45__vinf_12p5__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_guide_v12p5_t45_fm75_r150,MidbandGuide_Tilt45_V12p5,45,12.5,front_rear_free_flap_elevator,1.73185379603975e-10,exact_trim,2085.94308210343,1505.30194752521,-7.82999988876454,0,9.55675016415141,0,27.6512865615364,11.0723564875696,5.80111384237553,27.6512865615362,1,
tilt_45__vinf_15__family_front_rear_free_flap_elevator__source_transition_trim_lowmid_guidegrid_scored__seed_pathscored_tilt45_v22p5,MidbandGuide_Tilt45_V15,45,15,front_rear_free_flap_elevator,1.09385747751424e-09,exact_trim,2069.26305315049,1459.76481309297,-9.04947213542863,0,24.8265239946122,0,26.7839819610218,13.3906775143274,6.75941977606657,26.7839819610229,1,
tilt_45__vinf_22p5__family_front_rear_free_flap_elevator__source_transition_trim_path_scored__seed_nudged_parent_entry_pathscored_tilt40_v20,PathScored_Tilt45_V22p5,45,22.5,front_rear_free_flap_elevator,2.98042084920464e-10,exact_trim,1913.46938032587,1458.25053937593,20.9099636387216,0,-24.4817238497425,0,18.6918615110382,21.313255706142,7.210764953,18.6918615109364,1,
tilt_45__vinf_25__family_front_rear_free_flap_elevator__source_transition_trim_path_scored__seed_nudged_parent_entry_pathscored_tilt40_v22p5,PathScored_Tilt45_V25,45,25,front_rear_free_flap_elevator,1.25795591104874e-06,exact_trim,1862.60958651315,1408.35357380327,25.0000007897675,0,-15.4535039268349,0,15.7797010847923,24.0578600835721,6.79848395325776,15.7797024009296,1,
tilt_45__vinf_42p5__family_low_speed_force_balance_rear_fixed__source_transition_trim_map_low_speed__seed_none,LSFB_tilt_45__V_42p5__rear_700,45,42.5,low_speed_force_balance_rear_fixed,NaN,exact_trim,1116.44044655189,700,22.1041743189218,NaN,-5.91279727954008,NaN,0.121520203979281,42.4999044104511,0.0901393582740073,0.121520203979718,1,
tilt_45__vinf_45__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_45__rear_600,45,45,cruise_flap_elevator_rear_fixed,NaN,exact_trim,979.040492579246,600,17.119598336634,NaN,-6.55996307052131,NaN,-0.125286167806548,44.999892417079,-0.0983994476787365,-0.125286167806548,1,
tilt_45__vinf_45__family_low_speed_force_balance_rear_fixed__source_transition_trim_map_low_speed__seed_none,LSFB_tilt_45__V_45__rear_850,45,45,low_speed_force_balance_rear_fixed,NaN,exact_trim,959.282306211347,850,16.2769432215188,NaN,-10.7152597135463,NaN,-0.090735044658916,44.9999435729587,-0.0712631076444643,-0.0907350446589142,1,
tilt_45__vinf_45__family_low_speed_force_balance_rear_fixed__source_transition_trim_map_low_speed__seed_none,LSFB_tilt_45__V_45__rear_850,45,45,low_speed_force_balance_rear_fixed,NaN,exact_trim,959.282306211347,850,16.2769432215188,NaN,-10.7152597135463,NaN,-0.090735044658916,44.9999435729587,-0.0712631076444643,-0.0907350446589142,1,
tilt_45__vinf_47p5__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_47p5__rear_700,45,47.5,cruise_flap_elevator_rear_fixed,NaN,exact_trim,930.565098943576,700,13.5958037494164,NaN,-7.77548331830226,NaN,0.00788328408294653,47.4999995503946,0.00653548997766058,0.0078832840831884,1,
tilt_45__vinf_47p5__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_47p5__rear_200,45,47.5,cruise_flap_elevator_rear_fixed,NaN,exact_trim,948.904513031532,200,14.3567704950832,NaN,-4.32326571711315,NaN,-0.0539606702288488,47.4999789344408,-0.0447350830855022,-0.0539606702288479,1,
tilt_45__vinf_47p5__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_47p5__rear_300,45,47.5,cruise_flap_elevator_rear_fixed,NaN,exact_trim,946.441526806674,300,14.1400769805316,NaN,-4.84174016803759,NaN,0.0345146036974309,47.4999913816503,0.0286136883101601,0.0345146036974309,1,
tilt_45__vinf_47p5__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_47p5__rear_600,45,47.5,cruise_flap_elevator_rear_fixed,NaN,exact_trim,935.678687553181,600,13.7928110566876,NaN,-6.71628605407975,NaN,0.00527450446117995,47.4999998092109,0.00437272979254637,0.00527450447079166,1,
tilt_45__vinf_47p5__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_47p5__rear_700,45,47.5,cruise_flap_elevator_rear_fixed,NaN,exact_trim,930.565098943576,700,13.5958037494164,NaN,-7.77548331830226,NaN,0.00788328408294653,47.4999995503946,0.00653548997766058,0.0078832840831884,1,
tilt_45__vinf_47p5__family_low_speed_force_balance_rear_fixed__source_transition_trim_map_low_speed__seed_none,LSFB_tilt_45__V_47p5__rear_750,45,47.5,low_speed_force_balance_rear_fixed,NaN,exact_trim,927.647192871704,750,13.6817894231176,NaN,-8.23388260403412,NaN,-0.107825737994602,47.4999158870595,-0.0893908691890708,-0.107825737994024,1,
tilt_45__vinf_47p5__family_low_speed_force_balance_rear_fixed__source_transition_trim_map_low_speed__seed_none,LSFB_tilt_45__V_47p5__rear_750,45,47.5,low_speed_force_balance_rear_fixed,NaN,exact_trim,927.647192871704,750,13.6817894231176,NaN,-8.23388260403412,NaN,-0.107825737994602,47.4999158870595,-0.0893908691890708,-0.107825737994024,1,
tilt_45__vinf_50__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_50__rear_700,45,50,cruise_flap_elevator_rear_fixed,NaN,exact_trim,902.905808348141,700,11.1579869588304,NaN,-7.13116877050858,NaN,-0.00927872223011997,49.9999997238342,-0.00809721249945255,-0.00927872201091906,1,
tilt_45__vinf_50__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_50__rear_200,45,50,cruise_flap_elevator_rear_fixed,NaN,exact_trim,921.621942992624,200,11.7995783478498,NaN,-4.22205570435326,NaN,0.000785227661799041,49.9999999953046,0.000685240403784909,0.000785227661798891,1,
tilt_45__vinf_50__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_50__rear_300,45,50,cruise_flap_elevator_rear_fixed,NaN,exact_trim,919.759501282073,300,11.8530596288736,NaN,-4.40109166532736,NaN,-0.07697605214648,49.9999548761718,-0.0671742575493078,-0.0769760521463643,1,
tilt_45__vinf_50__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_50__rear_400,45,50,cruise_flap_elevator_rear_fixed,NaN,exact_trim,916.561601157927,400,11.6176072665916,NaN,-5.00043595931864,NaN,0.00498517279876804,49.9999998108554,0.00435038395012922,0.00498517279835568,1,
tilt_45__vinf_50__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_50__rear_500,45,50,cruise_flap_elevator_rear_fixed,NaN,exact_trim,912.772846613133,500,11.4390972271919,NaN,-5.63254623536272,NaN,0.0334468324263945,49.999991480684,0.0291878658524302,0.0334468324263929,1,
tilt_45__vinf_50__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_50__rear_600,45,50,cruise_flap_elevator_rear_fixed,NaN,exact_trim,908.252273541342,600,11.5345284761832,NaN,-6.07547224397181,NaN,-0.121466618898028,49.9998876408974,-0.105999542137343,-0.121466618881574,1,
tilt_45__vinf_50__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_50__rear_700,45,50,cruise_flap_elevator_rear_fixed,NaN,exact_trim,902.905808348141,700,11.1579869588304,NaN,-7.13116877050858,NaN,-0.00927872223011997,49.9999997238342,-0.00809721249945255,-0.00927872201091906,1,
tilt_45__vinf_50__family_low_speed_force_balance_rear_fixed__source_transition_trim_map_low_speed__seed_none,LSFB_tilt_45__V_50__rear_600,45,50,low_speed_force_balance_rear_fixed,NaN,exact_trim,908.259514884496,600,11.3399453384571,NaN,-6.28720252328577,NaN,-0.00402816570556106,49.9999998764983,-0.00351523771619701,-0.00402816570577886,1,
tilt_45__vinf_52p5__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_52p5__rear_600,45,52.5,cruise_flap_elevator_rear_fixed,NaN,exact_trim,890.102202440481,600,9.79353004574449,NaN,-5.51488744114618,NaN,-0.209510441497494,52.4996490161657,-0.191973540372721,-0.209510440995539,1,
tilt_45__vinf_52p5__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_52p5__rear_200,45,52.5,cruise_flap_elevator_rear_fixed,NaN,exact_trim,901.003906051459,200,9.77617412219562,NaN,-4.04985903520113,NaN,0.00581573355997278,52.4999997295461,0.00532894419047125,0.00581573355998206,1,
tilt_45__vinf_52p5__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_52p5__rear_300,45,52.5,cruise_flap_elevator_rear_fixed,NaN,exact_trim,899.3984065768,300,9.78185309941497,NaN,-4.27278077903549,NaN,-0.0299741481939346,52.4999928159009,-0.0274652465071637,-0.0299741481890323,1,
tilt_45__vinf_52p5__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_52p5__rear_600,45,52.5,cruise_flap_elevator_rear_fixed,NaN,exact_trim,890.102202440481,600,9.79353004574449,NaN,-5.51488744114618,NaN,-0.209510441497494,52.4996490161657,-0.191973540372721,-0.209510440995539,1,
tilt_45__vinf_52p5__family_low_speed_force_balance_rear_fixed__source_transition_trim_map_low_speed__seed_none,LSFB_tilt_45__V_52p5__rear_950,45,52.5,low_speed_force_balance_rear_fixed,NaN,exact_trim,872.680031482588,950,8.9189453872254,NaN,-9.5871563628788,NaN,-0.0692450235003424,52.4999616617154,-0.0634490518865456,-0.0692450242286004,1,
tilt_45__vinf_52p5__family_low_speed_force_balance_rear_fixed__source_transition_trim_map_low_speed__seed_none,LSFB_tilt_45__V_52p5__rear_950,45,52.5,low_speed_force_balance_rear_fixed,NaN,exact_trim,872.680031482588,950,8.9189453872254,NaN,-9.5871563628788,NaN,-0.0692450235003424,52.4999616617154,-0.0634490518865456,-0.0692450242286004,1,
tilt_45__vinf_55__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_55__rear_700,45,55,cruise_flap_elevator_rear_fixed,NaN,exact_trim,870.472710469987,700,7.55792485472889,NaN,-6.21668359642232,NaN,-0.013716430101853,54.9999984239506,-0.013166827553867,-0.013716430102165,1,
tilt_45__vinf_55__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_55__rear_200,45,55,cruise_flap_elevator_rear_fixed,NaN,exact_trim,885.608765733643,200,8.06776711101364,NaN,-3.83266031159894,NaN,-0.0135096821588537,54.9999984711047,-0.0129683637813191,-0.0135096821589975,1,
tilt_45__vinf_55__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_55__rear_300,45,55,cruise_flap_elevator_rear_fixed,NaN,exact_trim,884.022807046587,300,8.13286938352649,NaN,-3.96594913043727,NaN,-0.0865854863838111,54.9999371974192,-0.083116068586185,-0.0865854864055505,1,
tilt_45__vinf_55__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_55__rear_400,45,55,cruise_flap_elevator_rear_fixed,NaN,exact_trim,881.501441459459,400,7.89014639750785,NaN,-4.50851955440737,NaN,0.0115708893538491,54.9999988784576,0.0111072563372872,0.0115708893531298,1,
tilt_45__vinf_55__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_55__rear_600,45,55,cruise_flap_elevator_rear_fixed,NaN,exact_trim,874.705561064369,600,7.76308299152183,NaN,-5.45735738521274,NaN,-0.0478103790312523,54.999980851653,-0.0458946638636022,-0.0478103790312462,1,
tilt_45__vinf_55__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_55__rear_700,45,55,cruise_flap_elevator_rear_fixed,NaN,exact_trim,870.472710469987,700,7.55792485472889,NaN,-6.21668359642232,NaN,-0.013716430101853,54.9999984239506,-0.013166827553867,-0.013716430102165,1,
tilt_45__vinf_55__family_low_speed_force_balance_rear_fixed__source_transition_trim_map_low_speed__seed_none,LSFB_tilt_45__V_55__rear_600,45,55,low_speed_force_balance_rear_fixed,NaN,exact_trim,874.797271607814,600,7.68738499336569,NaN,-5.53598161148929,NaN,-0.00301320185394537,54.9999999239419,-0.00289246613448782,-0.00301320185394664,1,
tilt_45__vinf_57p5__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_57p5__rear_700,45,57.5,cruise_flap_elevator_rear_fixed,NaN,exact_trim,864.540320626205,700,6.03638756321628,NaN,-5.77001389143558,NaN,-0.017965297206129,57.4999971773581,-0.0180293310012778,-0.0179652972291063,1,
tilt_45__vinf_57p5__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_57p5__rear_200,45,57.5,cruise_flap_elevator_rear_fixed,NaN,exact_trim,876.356776556573,200,6.44300004690724,NaN,-3.67412399644217,NaN,0.0099077166636337,57.4999991403134,0.00994303088567921,0.00990771666359697,1,
tilt_45__vinf_57p5__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_57p5__rear_300,45,57.5,cruise_flap_elevator_rear_fixed,NaN,exact_trim,875.033155563161,300,6.39684689175353,NaN,-3.90733544871861,NaN,0.00743380104788696,57.4999995160384,0.00746029747197292,0.0074338010479195,1,
tilt_45__vinf_57p5__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_57p5__rear_400,45,57.5,cruise_flap_elevator_rear_fixed,NaN,exact_trim,873.186353417428,400,6.32487744840651,NaN,-4.24133124119761,NaN,0.00829531653408444,57.4999993973601,0.00832488366677332,0.00829531653408456,1,
tilt_45__vinf_57p5__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_57p5__rear_600,45,57.5,cruise_flap_elevator_rear_fixed,NaN,exact_trim,867.739325623777,600,6.26032268404353,NaN,-5.05109644169372,NaN,-0.0723653407151861,57.4999541379534,-0.07262325462515,-0.0723653407095249,1,
tilt_45__vinf_57p5__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_57p5__rear_700,45,57.5,cruise_flap_elevator_rear_fixed,NaN,exact_trim,864.540320626205,700,6.03638756321628,NaN,-5.77001389143558,NaN,-0.017965297206129,57.4999971773581,-0.0180293310012778,-0.0179652972291063,1,
tilt_45__vinf_60__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_60__rear_700,45,60,cruise_flap_elevator_rear_fixed,NaN,exact_trim,863.286333457084,700,4.66355919848102,NaN,-5.33271738080957,NaN,-0.0262892139133727,59.9999936841498,-0.0275299994663906,-0.0262892139127999,1,
tilt_45__vinf_60__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_60__rear_200,45,60,cruise_flap_elevator_rear_fixed,NaN,exact_trim,873.916116560537,200,5.05754073103876,NaN,-3.36361195213917,NaN,0.00135714662631155,59.999999983167,0.00142120062355429,0.00135714662631063,1,
tilt_45__vinf_60__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_60__rear_300,45,60,cruise_flap_elevator_rear_fixed,NaN,exact_trim,872.736972071725,300,5.09402474337885,NaN,-3.55373584573864,NaN,-0.0486783618903885,59.9999783455143,-0.0509758552353428,-0.0486783618903885,1,
tilt_45__vinf_60__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_60__rear_400,45,60,cruise_flap_elevator_rear_fixed,NaN,exact_trim,871.03717963895,400,5.01888465298692,NaN,-3.86961985619417,NaN,-0.0446342838979746,59.9999817940595,-0.0467409080698048,-0.0446342838979752,1,
tilt_45__vinf_60__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_60__rear_600,45,60,cruise_flap_elevator_rear_fixed,NaN,exact_trim,866.15764686507,600,4.84910962719816,NaN,-4.71160527158428,NaN,-0.0599696915341553,59.9999671345494,-0.0628001026541083,-0.059969691534096,1,
tilt_45__vinf_60__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_60__rear_700,45,60,cruise_flap_elevator_rear_fixed,NaN,exact_trim,863.286333457084,700,4.66355919848102,NaN,-5.33271738080957,NaN,-0.0262892139133727,59.9999936841498,-0.0275299994663906,-0.0262892139127999,1,
tilt_45__vinf_62p5__family_cruise_flap_elevator_rear_fixed__source_transition_trim_map__seed_none,FE_tilt_45__V_62p5__rear_700,45,62.5,cruise_flap_elevator_rear_fixed,NaN,exact_trim,865.973917265417,700,3.406492877196,NaN,-4.94678093979756,NaN,-0.0270077200113559,62.4999930565532,-0.0294608512725919,-0.0270077200206312,1,
