speed_mps,seed_alpha_deg,seed_delta_e_deg,seed_front_rpm,seed_rear_rpm,best_alpha_deg,best_delta_e_deg,best_front_rpm,best_rear_rpm,cost,Fx_N,Fy_N,Fz_N,Mx_Nm,My_Nm,Mz_Nm,lift_main_wing_N,front_prop_force_x_N,rear_prop_force_z_N
70,2.16288154673586,-11.7291381157697,839.765362874747,0,2.63250658258624,-15.0602651260241,1181.42803369015,0.000450996224417943,1.37917184074874e-14,0.000101692718317281,0,-5.52708297618665e-05,0,-0.000198857945821699,0,-32010.9377253596,1004.95598312807,-1.46446267996252e-10
85,0.113170593985708,-11.7291381157697,1003.61784333364,0,0.217665913607122,-2.73698748620105,1307.18447814164,0.000934019448655395,2.91139313075822e-14,-6.73423811861085e-05,0,0.000126243197883014,0,0.000929601527109189,0,-30546.3343226294,1230.28650712398,-6.281224779359e-10
